datum,temperatura,leto,mesec
2017-04-01,14.7,2017,4
2017-04-02,14.5,2017,4
2017-04-03,15.1,2017,4
2017-04-04,13.7,2017,4
2017-04-05,11.2,2017,4
2017-04-06,10.4,2017,4
2017-04-07,9.3,2017,4
2017-04-08,12.2,2017,4
2017-04-09,12.5,2017,4
2017-04-10,14.5,2017,4
2017-04-11,13.2,2017,4
2017-04-12,10.7,2017,4
2017-04-13,13.4,2017,4
2017-04-14,13.2,2017,4
2017-04-15,12.5,2017,4
2017-04-16,12.1,2017,4
2017-04-17,9.6,2017,4
2017-04-18,7.7,2017,4
2017-04-19,4.7,2017,4
2017-04-20,4.6,2017,4
2017-04-21,6.6,2017,4
2017-04-22,10.7,2017,4
2017-04-23,8.9,2017,4
2017-04-24,10.8,2017,4
2017-04-25,14.8,2017,4
2017-04-26,15.5,2017,4
2017-04-27,10.4,2017,4
2017-04-28,7.0,2017,4
2017-04-29,8.6,2017,4
2017-04-30,9.6,2017,4
